Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities
839,20,RL,75,9525,Pave,NA,Reg,Lvl,AllPub
840,50,RL,70,11767,Pave,NA,Reg,Lvl,AllPub
841,70,RH,NA,12155,Pave,NA,IR1,Lvl,AllPub
842,70,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub
843,80,RL,82,9020,Pave,NA,Reg,Lvl,AllPub
844,90,RL,80,8000,Pave,NA,Reg,Lvl,AllPub
845,50,RM,100,12665,Pave,Grvl,IR1,Lvl,AllPub
846,85,RL,NA,16647,Pave,NA,IR1,Lvl,AllPub
847,60,RL,75,9317,Pave,NA,Reg,Lvl,AllPub
848,20,RL,36,15523,Pave,NA,IR1,Lvl,AllPub
849,50,RL,75,45600,Pave,NA,IR2,Bnk,AllPub
850,80,RL,80,9600,Pave,NA,Reg,Lvl,AllPub
851,120,RM,36,4435,Pave,NA,Reg,Lvl,AllPub
852,120,RL,NA,3196,Pave,NA,Reg,Lvl,AllPub
853,75,RL,53,7128,Pave,NA,Reg,Lvl,AllPub
854,80,RL,NA,12095,Pave,NA,IR1,Lvl,AllPub
855,20,RL,102,17920,Pave,NA,Reg,Lvl,AllPub
856,20,RL,NA,6897,Pave,NA,IR1,Lvl,AllPub
857,80,RL,NA,10970,Pave,NA,IR1,Low,AllPub
858,60,RL,65,8125,Pave,NA,Reg,Lvl,AllPub
859,20,RL,80,10400,Pave,NA,Reg,Lvl,AllPub
860,60,RL,NA,11029,Pave,NA,IR1,Lvl,AllPub
861,50,RL,55,7642,Pave,NA,Reg,Lvl,AllPub
862,190,RL,75,11625,Pave,NA,Reg,Lvl,AllPub
863,20,RL,81,9672,Pave,NA,Reg,Lvl,AllPub
864,20,RL,70,7931,Pave,NA,Reg,Lvl,AllPub
865,20,FV,72,8640,Pave,NA,Reg,Lvl,AllPub
866,20,RL,NA,8750,Pave,NA,IR1,Lvl,AllPub
867,20,RL,67,10656,Pave,NA,IR1,HLS,AllPub
868,20,RL,85,6970,Pave,NA,Reg,Lvl,AllPub
869,60,RL,NA,14762,Pave,NA,IR2,Lvl,AllPub
870,60,RL,80,9938,Pave,NA,Reg,Lvl,AllPub
871,20,RL,60,6600,Pave,NA,Reg,Lvl,AllPub
872,60,RL,70,8750,Pave,NA,Reg,Lvl,AllPub
873,20,RL,74,8892,Pave,NA,Reg,Lvl,AllPub
874,40,RL,60,12144,Pave,NA,Reg,Lvl,AllPub
875,50,RM,52,5720,Pave,NA,Reg,Lvl,AllPub
876,60,FV,75,9000,Pave,NA,Reg,Lvl,AllPub
877,20,RL,94,25286,Pave,NA,Reg,HLS,AllPub
878,60,RL,74,8834,Pave,NA,Reg,Lvl,AllPub
879,85,RL,88,11782,Pave,NA,IR1,Lvl,AllPub
880,20,RL,NA,7000,Pave,NA,IR1,Lvl,AllPub
881,20,RL,60,7024,Pave,NA,Reg,Lvl,AllPub
882,50,RL,44,13758,Pave,NA,IR1,Lvl,AllPub
883,60,RL,NA,9636,Pave,NA,IR1,Lvl,AllPub
884,75,RL,60,6204,Pave,NA,Reg,Bnk,AllPub
885,20,RL,65,7150,Pave,NA,Reg,Lvl,AllPub
886,120,FV,50,5119,Pave,NA,IR1,Lvl,AllPub
887,90,RL,70,8393,Pave,NA,Reg,Lvl,AllPub
888,50,RL,59,16466,Pave,NA,IR1,Lvl,AllPub
889,20,RL,95,15865,Pave,NA,IR1,Lvl,AllPub
890,20,RL,128,12160,Pave,NA,Reg,Lvl,AllPub
891,50,RL,60,8064,Pave,NA,Reg,Lvl,AllPub
892,60,RL,70,11184,Pave,NA,Reg,Lvl,AllPub
893,20,RL,70,8414,Pave,NA,Reg,Lvl,AllPub
894,20,RL,NA,13284,Pave,NA,Reg,Lvl,AllPub
895,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub
896,60,RL,71,7056,Pave,NA,Reg,Lvl,AllPub
897,30,RM,50,8765,Pave,Grvl,Reg,Lvl,AllPub
898,90,RL,64,7018,Pave,NA,Reg,Lvl,AllPub
899,20,RL,100,12919,Pave,NA,IR1,Lvl,AllPub
900,20,RL,65,6993,Pave,NA,Reg,Lvl,AllPub
901,20,RL,NA,7340,Pave,NA,IR1,Lvl,AllPub
902,20,RL,64,8712,Pave,NA,IR1,Lvl,AllPub
903,60,RL,63,7875,Pave,NA,Reg,Lvl,AllPub
904,20,RL,50,14859,Pave,NA,IR1,HLS,AllPub
905,20,RL,NA,6173,Pave,NA,IR1,Lvl,AllPub
906,20,RL,80,9920,Pave,NA,Reg,Lvl,AllPub
907,20,RL,116,13501,Pave,NA,IR1,Lvl,AllPub
908,50,RL,86,11500,Pave,NA,IR1,Lvl,AllPub
909,20,RL,NA,8885,Pave,NA,IR1,Low,AllPub
910,60,RL,149,12589,Pave,NA,IR2,Lvl,AllPub
911,90,RL,80,11600,Pave,NA,Reg,Lvl,AllPub
912,20,RL,NA,9286,Pave,NA,IR1,Lvl,AllPub
913,30,RM,51,6120,Pave,NA,Reg,Lvl,AllPub
914,90,RH,82,6270,Pave,NA,Reg,HLS,AllPub
915,160,FV,30,3000,Pave,Pave,Reg,Lvl,AllPub
916,160,RM,21,2001,Pave,NA,Reg,Lvl,AllPub
917,20,C (all),50,9000,Pave,NA,Reg,Lvl,AllPub
918,20,RL,NA,17140,Pave,NA,Reg,Lvl,AllPub
919,60,RL,103,13125,Pave,NA,IR1,Lvl,AllPub
920,20,RL,87,11029,Pave,NA,IR1,Lvl,AllPub
921,60,RL,70,8462,Pave,NA,IR1,Lvl,AllPub
922,90,RL,67,8777,Pave,NA,Reg,Lvl,AllPub
923,20,RL,65,10237,Pave,NA,Reg,Lvl,AllPub
924,120,RL,50,8012,Pave,NA,Reg,Lvl,AllPub
925,20,RL,79,10240,Pave,NA,Reg,Lvl,AllPub
926,20,RL,NA,15611,Pave,NA,IR1,Lvl,AllPub
927,60,RL,93,11999,Pave,NA,Reg,Lvl,AllPub
928,60,RL,NA,9900,Pave,NA,Reg,Lvl,AllPub
929,20,RL,NA,11838,Pave,NA,Reg,Lvl,AllPub
930,60,RL,NA,13006,Pave,NA,IR1,Lvl,AllPub
931,20,RL,73,8925,Pave,NA,IR1,HLS,AllPub
932,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub
933,20,RL,84,11670,Pave,NA,IR1,Lvl,AllPub
934,20,RL,63,8487,Pave,NA,Reg,Lvl,AllPub
935,20,RL,313,27650,Pave,NA,IR2,HLS,AllPub
936,30,RL,52,5825,Pave,NA,IR1,Lvl,AllPub
937,20,RL,67,10083,Pave,NA,Reg,Lvl,AllPub
938,60,RL,75,9675,Pave,NA,Reg,Lvl,AllPub
939,60,RL,73,8760,Pave,NA,Reg,Lvl,AllPub
940,70,RL,NA,24090,Pave,NA,Reg,Lvl,AllPub
941,90,RL,55,12640,Pave,NA,IR1,Lvl,AllPub
942,60,RL,NA,8755,Pave,NA,IR1,Lvl,AllPub
943,90,RL,42,7711,Pave,NA,IR1,Lvl,AllPub
944,90,RL,100,25000,Pave,NA,Reg,Low,AllPub
945,20,RL,NA,14375,Pave,NA,IR1,Lvl,NoSeWa
946,50,RM,98,8820,Pave,NA,Reg,Lvl,AllPub
947,80,RL,70,8163,Pave,NA,Reg,Lvl,AllPub
948,20,RL,85,14536,Pave,NA,Reg,Lvl,AllPub
949,60,RL,65,14006,Pave,NA,IR1,Lvl,AllPub
950,20,RL,78,9360,Pave,NA,Reg,Lvl,AllPub
951,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub
952,20,RH,60,7800,Pave,NA,Reg,Lvl,AllPub
953,85,RL,60,7200,Pave,NA,Reg,Lvl,AllPub
954,60,RL,NA,11075,Pave,NA,IR1,Lvl,AllPub
955,90,RL,35,9400,Pave,NA,IR1,Lvl,AllPub
956,90,RH,82,7136,Pave,NA,IR1,HLS,AllPub
957,160,RM,24,1300,Pave,NA,Reg,Lvl,AllPub
958,20,RL,70,7420,Pave,NA,Reg,Lvl,AllPub
959,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub
960,160,FV,24,2572,Pave,NA,Reg,Lvl,AllPub
961,20,RL,50,7207,Pave,NA,IR1,Lvl,AllPub
962,60,RL,NA,12227,Pave,NA,IR1,Lvl,AllPub
963,160,RL,24,2308,Pave,NA,Reg,Lvl,AllPub
964,20,RL,122,11923,Pave,NA,IR1,Lvl,AllPub
965,60,RL,80,11316,Pave,NA,Reg,Lvl,AllPub
966,60,RL,65,10237,Pave,NA,Reg,Lvl,AllPub
967,50,RL,130,9600,Pave,NA,IR1,HLS,AllPub
968,20,RL,NA,7390,Pave,NA,IR1,Lvl,AllPub
969,50,RM,50,5925,Pave,NA,Reg,Lvl,AllPub
970,190,RL,75,10382,Pave,NA,Reg,Lvl,AllPub
971,50,RL,60,10800,Pave,NA,Reg,Lvl,AllPub
972,160,RL,36,2268,Pave,NA,Reg,Lvl,AllPub
973,120,RL,55,7892,Pave,NA,Reg,Lvl,AllPub
974,20,FV,95,11639,Pave,NA,Reg,Lvl,AllPub
975,70,RL,60,11414,Pave,NA,IR1,Lvl,AllPub
976,160,FV,NA,2651,Pave,NA,Reg,Lvl,AllPub
977,30,RL,51,5900,Pave,NA,IR1,Bnk,AllPub
978,120,FV,35,4274,Pave,Pave,IR1,Lvl,AllPub
979,20,RL,68,9450,Pave,NA,Reg,Bnk,AllPub
980,20,RL,80,8816,Pave,NA,Reg,Lvl,AllPub
981,85,RL,NA,12122,Pave,NA,IR1,Lvl,AllPub
982,60,RL,98,12203,Pave,NA,IR1,Lvl,AllPub
983,20,RL,43,3182,Pave,NA,Reg,Lvl,AllPub
984,60,RL,NA,11250,Pave,NA,Reg,Lvl,AllPub
985,90,RL,75,10125,Pave,NA,Reg,Lvl,AllPub
986,190,RL,68,10880,Pave,NA,Reg,Lvl,AllPub
987,50,RM,59,5310,Pave,NA,Reg,Lvl,AllPub
988,20,RL,83,10159,Pave,NA,IR1,Lvl,AllPub
989,60,RL,NA,12046,Pave,NA,IR1,Lvl,AllPub
990,60,FV,65,8125,Pave,NA,Reg,Lvl,AllPub
991,60,RL,82,9452,Pave,NA,Reg,Lvl,AllPub
992,70,RM,121,17671,Pave,Grvl,Reg,Lvl,AllPub
993,60,RL,80,9760,Pave,NA,Reg,Lvl,AllPub
994,60,RL,68,8846,Pave,NA,Reg,Lvl,AllPub
995,20,RL,96,12456,Pave,NA,Reg,Lvl,AllPub
996,50,RL,51,4712,Pave,NA,IR1,Lvl,AllPub
997,20,RL,NA,10659,Pave,NA,IR1,Lvl,AllPub
998,20,RL,NA,11717,Pave,NA,IR1,Lvl,AllPub
999,30,RM,60,9786,Pave,NA,Reg,Lvl,AllPub
1000,20,RL,64,6762,Pave,NA,Reg,Lvl,AllPub
1001,20,RL,74,10206,Pave,NA,Reg,Lvl,AllPub
1002,30,RL,60,5400,Pave,NA,Reg,Lvl,AllPub
1003,20,RL,75,11957,Pave,NA,IR1,Lvl,AllPub
1004,90,RL,NA,11500,Pave,NA,IR1,Lvl,AllPub
1005,120,RL,43,3182,Pave,NA,Reg,Lvl,AllPub
1006,80,RL,65,8385,Pave,NA,Reg,Lvl,AllPub
1007,20,RL,NA,12155,Pave,NA,IR3,Lvl,AllPub
1008,160,RM,21,2217,Pave,NA,Reg,Lvl,AllPub
1009,20,RL,43,12118,Pave,NA,IR1,Lvl,AllPub
1010,50,RL,60,6000,Pave,NA,Reg,Lvl,AllPub
1011,50,RL,115,21286,Pave,NA,Reg,Lvl,AllPub
1012,90,RL,75,9825,Pave,NA,Reg,Lvl,AllPub
1013,70,RL,55,10592,Pave,NA,Reg,Lvl,AllPub
1014,30,RM,60,7200,Pave,NA,Reg,Lvl,AllPub
1015,20,RL,60,11664,Pave,NA,Reg,Lvl,AllPub
1016,60,RL,70,8400,Pave,NA,Reg,Lvl,AllPub
1017,20,RL,73,11883,Pave,NA,Reg,Lvl,AllPub
1018,120,RL,NA,5814,Pave,NA,IR1,Lvl,AllPub
1019,80,RL,NA,10784,Pave,NA,IR1,Lvl,AllPub
1020,120,RL,43,3013,Pave,NA,Reg,Lvl,AllPub
1021,20,RL,60,7024,Pave,NA,Reg,Lvl,AllPub
1022,20,RL,64,7406,Pave,NA,Reg,Lvl,AllPub
1023,50,RM,52,9439,Pave,NA,Reg,Lvl,AllPub
1024,120,RL,43,3182,Pave,NA,Reg,Lvl,AllPub
1025,20,RL,NA,15498,Pave,NA,IR1,Lvl,AllPub
1026,20,RL,70,7700,Pave,NA,Reg,Lvl,AllPub
1027,20,RL,73,9300,Pave,NA,Reg,Lvl,AllPub
1028,20,RL,71,9520,Pave,NA,IR1,HLS,AllPub
1029,50,RL,79,9492,Pave,NA,Reg,Lvl,AllPub
1030,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub
1031,190,RH,NA,7082,Pave,NA,Reg,Lvl,AllPub
1032,75,RL,102,15863,Pave,NA,Reg,Lvl,AllPub
1033,60,RL,NA,14541,Pave,NA,IR1,Lvl,AllPub
1034,20,RL,NA,8125,Pave,NA,Reg,Lvl,AllPub
1035,30,RL,50,6305,Pave,NA,Reg,Bnk,AllPub
1036,20,RL,NA,11500,Pave,NA,IR1,Lvl,AllPub
1037,20,RL,89,12898,Pave,NA,IR1,HLS,AllPub
1038,60,RL,NA,9240,Pave,NA,Reg,Lvl,AllPub
1039,160,RM,21,1533,Pave,NA,Reg,Lvl,AllPub
1040,180,RM,21,1477,Pave,NA,Reg,Lvl,AllPub
1041,20,RL,88,13125,Pave,NA,Reg,Lvl,AllPub
1042,60,RL,NA,9130,Pave,NA,Reg,Lvl,AllPub
1043,120,RL,34,5381,Pave,NA,IR1,Lvl,AllPub
1044,60,RL,86,11839,Pave,NA,Reg,Lvl,AllPub
1045,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub
1046,20,RL,NA,13680,Pave,NA,IR1,Lvl,AllPub
1047,60,RL,85,16056,Pave,NA,IR1,Lvl,AllPub
1048,20,RL,57,9245,Pave,NA,IR2,Lvl,AllPub
1049,20,RL,100,21750,Pave,NA,Reg,Lvl,AllPub
1050,20,RL,60,11100,Pave,NA,Reg,Low,AllPub
1051,20,RL,73,8993,Pave,NA,IR1,Lvl,AllPub
1052,20,RL,103,11175,Pave,NA,IR1,Lvl,AllPub
1053,60,RL,100,9500,Pave,NA,Reg,Lvl,AllPub
1054,20,RL,68,8562,Pave,NA,Reg,Lvl,AllPub
1055,60,RL,90,11367,Pave,NA,Reg,Lvl,AllPub
1056,20,RL,104,11361,Pave,NA,Reg,Lvl,AllPub
1057,120,RL,43,7052,Pave,NA,IR1,Lvl,AllPub
1058,60,RL,NA,29959,Pave,NA,IR2,Lvl,AllPub
1059,60,RL,96,11308,Pave,NA,IR1,Lvl,AllPub
1060,50,RL,NA,11275,Pave,NA,IR1,HLS,AllPub
1061,120,RL,41,4920,Pave,NA,Reg,Lvl,AllPub
1062,30,C (all),120,18000,Grvl,NA,Reg,Low,AllPub
1063,190,RM,85,13600,Pave,Grvl,Reg,Lvl,AllPub
1064,30,RM,50,6000,Pave,NA,Reg,Lvl,AllPub
1065,20,RL,NA,11000,Pave,NA,IR1,Lvl,AllPub
1066,60,RL,80,14000,Pave,NA,Reg,Lvl,AllPub
1067,60,RL,59,7837,Pave,NA,IR1,Lvl,AllPub
1068,60,RL,80,9760,Pave,NA,Reg,Lvl,AllPub
1069,160,RM,42,3964,Pave,NA,Reg,Lvl,AllPub
1070,45,RL,60,9600,Pave,NA,Reg,Lvl,AllPub
1071,20,RL,72,10152,Pave,NA,Reg,Lvl,AllPub
1072,60,RL,78,11700,Pave,NA,Reg,Lvl,AllPub
1073,50,RL,50,7585,Pave,NA,Reg,Lvl,AllPub
1074,60,RL,75,7950,Pave,NA,IR1,Bnk,AllPub
1075,20,RL,74,8556,Pave,NA,Reg,Lvl,AllPub
1076,70,RL,75,13125,Pave,NA,Reg,Lvl,AllPub
1077,50,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub
1078,20,RL,NA,15870,Pave,NA,IR1,Lvl,AllPub
1079,120,RM,37,4435,Pave,NA,Reg,Lvl,AllPub
1080,20,RL,65,8775,Pave,NA,Reg,Lvl,AllPub
1081,20,RL,80,11040,Pave,NA,Reg,Lvl,AllPub
1082,20,RL,75,7500,Pave,NA,Reg,Lvl,AllPub
1083,20,RL,70,8749,Pave,NA,Reg,Lvl,AllPub
1084,20,RL,80,8800,Pave,NA,Reg,Lvl,AllPub
1085,60,RL,NA,13031,Pave,NA,IR2,Lvl,AllPub
1086,85,RL,73,9069,Pave,NA,Reg,Lvl,AllPub
1087,160,RM,NA,1974,Pave,NA,Reg,Lvl,AllPub
1088,60,FV,85,10574,Pave,NA,Reg,Lvl,AllPub
1089,160,RM,24,2522,Pave,NA,Reg,Lvl,AllPub
1090,120,FV,37,3316,Pave,Pave,IR1,Lvl,AllPub
1091,90,RL,60,8544,Pave,NA,Reg,Lvl,AllPub
1092,160,FV,24,2160,Pave,Pave,Reg,Lvl,AllPub
1093,50,RL,60,8400,Pave,NA,Reg,Bnk,AllPub
1094,20,RL,71,9230,Pave,NA,Reg,Lvl,AllPub
1095,20,RL,74,5868,Pave,NA,Reg,Lvl,AllPub
1096,20,RL,78,9317,Pave,NA,IR1,Lvl,AllPub
1097,70,RM,60,6882,Pave,NA,Reg,Lvl,AllPub
1098,120,RL,NA,3696,Pave,NA,Reg,Lvl,AllPub
1099,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub
1100,20,RL,82,11880,Pave,NA,IR1,Lvl,AllPub
1101,30,RL,60,8400,Pave,NA,Reg,Bnk,AllPub
1102,20,RL,61,9758,Pave,NA,IR1,Lvl,AllPub
1103,20,RL,70,7000,Pave,NA,Reg,Lvl,AllPub
1104,20,RL,79,8910,Pave,NA,Reg,Lvl,AllPub
1105,160,RM,24,2016,Pave,NA,Reg,Lvl,AllPub
1106,60,RL,98,12256,Pave,NA,IR1,Lvl,AllPub
1107,20,RL,114,10357,Pave,NA,IR1,Lvl,AllPub
1108,60,RL,168,23257,Pave,NA,IR3,HLS,AllPub
1109,60,RL,NA,8063,Pave,NA,Reg,Lvl,AllPub
1110,20,RL,107,11362,Pave,NA,IR1,Lvl,AllPub
1111,60,RL,NA,8000,Pave,NA,Reg,Lvl,AllPub
1112,60,RL,80,10480,Pave,NA,Reg,Lvl,AllPub
1113,20,RL,73,7100,Pave,NA,IR1,Lvl,AllPub
1114,20,RL,66,8923,Pave,NA,Reg,Lvl,AllPub
1115,20,RL,90,5400,Pave,NA,Reg,Lvl,AllPub
1116,20,RL,93,12085,Pave,NA,Reg,Lvl,AllPub
1117,80,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub
1118,20,RL,57,9764,Pave,NA,IR1,Lvl,AllPub
1119,80,RL,85,13825,Pave,NA,Reg,Lvl,AllPub
1120,20,RL,70,7560,Pave,NA,Reg,Lvl,AllPub
1121,30,RM,59,8263,Pave,NA,Reg,Bnk,AllPub
1122,20,RL,84,10084,Pave,NA,Reg,Lvl,AllPub
1123,20,RL,NA,8926,Pave,NA,IR1,Lvl,AllPub
1124,20,RL,50,9405,Pave,NA,Reg,Lvl,AllPub
1125,80,RL,NA,9125,Pave,NA,IR1,Lvl,AllPub
1126,20,RL,60,10434,Pave,NA,Reg,Lvl,AllPub
1127,120,RL,53,3684,Pave,NA,Reg,Lvl,AllPub
1128,20,RL,182,14572,Pave,NA,IR3,Lvl,AllPub
1129,60,RL,59,11796,Pave,NA,IR1,Lvl,AllPub
1130,90,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub
1131,50,RL,65,7804,Pave,NA,Reg,Lvl,AllPub
1132,20,RL,63,10712,Pave,NA,Reg,Lvl,AllPub
1133,70,RM,90,9900,Pave,NA,Reg,Lvl,AllPub
1134,60,RL,80,9828,Pave,NA,IR1,Lvl,AllPub
1135,60,RL,57,8773,Pave,NA,IR1,HLS,AllPub
1136,30,RM,60,6180,Pave,NA,Reg,Lvl,AllPub
1137,50,RL,80,9600,Pave,NA,Reg,Lvl,AllPub
1138,50,RL,54,6342,Pave,NA,Reg,Lvl,AllPub
1139,20,RL,NA,9819,Pave,NA,IR1,Lvl,AllPub
1140,30,RL,98,8731,Pave,NA,IR1,Lvl,AllPub
1141,20,RL,60,7350,Pave,NA,Reg,Lvl,AllPub
1142,60,RL,NA,10304,Pave,NA,IR1,Lvl,AllPub
1143,60,RL,77,9965,Pave,NA,Reg,Lvl,AllPub
1144,20,RL,NA,9000,Pave,NA,Reg,Lvl,AllPub
1145,190,RL,60,12180,Pave,NA,Reg,Lvl,AllPub
1146,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub
1147,20,RL,NA,11200,Pave,NA,Reg,Lvl,AllPub
1148,70,RL,75,12000,Pave,NA,Reg,Bnk,AllPub
1149,50,RM,NA,5700,Pave,NA,Reg,Lvl,AllPub
1150,70,RM,50,9000,Pave,NA,Reg,Lvl,AllPub
1151,20,RL,57,8280,Pave,NA,IR1,Lvl,AllPub
1152,20,RL,134,17755,Pave,NA,Reg,Lvl,AllPub
1153,20,RL,90,14115,Pave,NA,IR1,Lvl,AllPub
1154,30,RM,NA,5890,Pave,NA,Reg,Lvl,AllPub
1155,60,RL,NA,13700,Pave,NA,IR1,Lvl,AllPub
1156,20,RL,90,10768,Pave,NA,IR1,Lvl,AllPub
1157,80,RL,85,9350,Pave,NA,Reg,Lvl,AllPub
1158,120,RL,34,5001,Pave,NA,IR1,Lvl,AllPub
1159,20,RL,92,11932,Pave,NA,Reg,Lvl,AllPub
1160,60,RL,76,9120,Pave,NA,Reg,Lvl,AllPub
1161,160,RL,24,2280,Pave,NA,Reg,Lvl,AllPub
1162,20,RL,NA,14778,Pave,NA,IR1,Low,AllPub
1163,20,RL,109,8724,Pave,NA,Reg,Lvl,AllPub
1164,90,RL,60,12900,Pave,NA,Reg,Lvl,AllPub
1165,80,RL,NA,16157,Pave,NA,IR1,Lvl,AllPub
1166,20,RL,79,9541,Pave,NA,IR1,Lvl,AllPub
1167,20,RL,64,10475,Pave,NA,IR1,Lvl,AllPub
1168,60,RL,58,10852,Pave,NA,IR1,Lvl,AllPub
1169,70,RL,120,13728,Pave,NA,Reg,Lvl,AllPub
1170,60,RL,118,35760,Pave,NA,IR1,Lvl,AllPub
1171,80,RL,76,9880,Pave,NA,Reg,Lvl,AllPub
1172,20,RL,76,9120,Pave,NA,Reg,Lvl,AllPub
1173,160,FV,35,4017,Pave,Pave,IR1,Lvl,AllPub
1174,50,RL,138,18030,Pave,NA,IR1,Bnk,AllPub
1175,70,RL,80,16560,Pave,NA,IR1,Lvl,AllPub
1176,50,RL,85,10678,Pave,NA,Reg,Lvl,AllPub
1177,20,RL,37,6951,Pave,NA,IR1,Lvl,AllPub
1178,50,RM,NA,3950,Pave,Grvl,Reg,Bnk,AllPub
1179,50,RL,54,7681,Pave,NA,IR1,Lvl,AllPub
1180,20,RL,77,8335,Pave,NA,Reg,Lvl,AllPub
1181,60,RL,NA,11170,Pave,NA,IR2,Lvl,AllPub
1182,120,RM,64,5587,Pave,NA,IR1,HLS,AllPub
1183,60,RL,160,15623,Pave,NA,IR1,Lvl,AllPub
1184,30,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub
1185,20,RL,50,35133,Grvl,NA,Reg,Lvl,AllPub
1186,50,RL,60,9738,Pave,NA,Reg,Lvl,AllPub
1187,190,RL,107,10615,Pave,NA,IR1,Bnk,AllPub
1188,20,RL,89,12461,Pave,NA,Reg,Lvl,AllPub
1189,60,RL,68,8935,Pave,NA,IR1,Lvl,AllPub
1190,60,RL,60,7500,Pave,NA,Reg,Lvl,AllPub
1191,190,RL,NA,32463,Pave,NA,Reg,Low,AllPub
1192,160,FV,24,2645,Pave,Pave,Reg,Lvl,AllPub
1193,50,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub
1194,120,RM,NA,4500,Pave,NA,Reg,Lvl,AllPub
1195,60,RL,80,9364,Pave,NA,Reg,Lvl,AllPub
1196,60,RL,51,8029,Pave,NA,IR1,Lvl,AllPub
1197,60,RL,58,14054,Pave,NA,IR1,Lvl,AllPub
1198,75,RM,65,8850,Pave,NA,IR1,Bnk,AllPub
1199,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub
1200,20,RL,75,11235,Pave,NA,Reg,Lvl,AllPub
1201,20,RL,71,9353,Pave,NA,Reg,Lvl,AllPub
1202,60,RL,80,10400,Pave,NA,Reg,Lvl,AllPub
1203,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub
1204,20,RL,75,9750,Pave,NA,Reg,Lvl,AllPub
1205,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub
1206,20,RL,90,14684,Pave,NA,IR1,Lvl,AllPub
1207,20,RH,NA,8900,Pave,NA,Reg,Lvl,AllPub
1208,20,RL,70,9135,Pave,NA,Reg,Lvl,AllPub
1209,20,RL,70,7763,Pave,NA,Reg,Lvl,AllPub
1210,20,RL,85,10182,Pave,NA,IR1,Lvl,AllPub
1211,60,RL,70,11218,Pave,NA,Reg,Lvl,AllPub
1212,50,RL,152,12134,Pave,NA,IR1,Bnk,AllPub
1213,30,RL,50,9340,Pave,NA,Reg,Lvl,AllPub
1214,80,RL,NA,10246,Pave,NA,IR1,Lvl,AllPub
1215,85,RL,69,10205,Pave,NA,IR1,Lvl,AllPub
1216,20,RL,99,7094,Pave,NA,IR1,Lvl,AllPub
1217,90,RM,68,8930,Pave,NA,Reg,Lvl,AllPub
1218,20,FV,72,8640,Pave,NA,Reg,Lvl,AllPub
1219,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub
1220,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub
1221,20,RL,66,7800,Pave,NA,IR1,Lvl,AllPub
1222,20,RL,55,8250,Pave,NA,Reg,Lvl,AllPub
1223,50,RL,78,10496,Pave,NA,Reg,Lvl,AllPub
1224,20,RL,89,10680,Pave,NA,Reg,Lvl,AllPub
1225,60,RL,60,15384,Pave,NA,IR1,Lvl,AllPub
1226,80,RL,65,10482,Pave,NA,Reg,Lvl,AllPub
1227,60,RL,86,14598,Pave,NA,IR1,Lvl,AllPub
1228,20,RL,72,8872,Pave,NA,Reg,Lvl,AllPub
1229,120,RL,65,8769,Pave,NA,Reg,Lvl,AllPub
1230,80,RL,70,7910,Pave,NA,Reg,Lvl,AllPub
1231,90,RL,NA,18890,Pave,NA,IR1,Lvl,AllPub
1232,90,RL,70,7728,Pave,NA,Reg,Lvl,AllPub
1233,90,RL,70,9842,Pave,NA,Reg,Lvl,AllPub
1234,20,RL,NA,12160,Pave,NA,IR1,Lvl,AllPub
1235,70,RH,55,8525,Pave,NA,Reg,Bnk,AllPub
1236,70,RL,96,13132,Pave,NA,Reg,Lvl,AllPub
1237,160,RL,36,2628,Pave,NA,Reg,Lvl,AllPub
1238,60,RL,41,12393,Pave,NA,IR2,Lvl,AllPub
1239,20,RL,63,13072,Pave,NA,Reg,Lvl,AllPub
1240,20,RL,64,9037,Pave,NA,IR1,HLS,AllPub
1241,60,RL,65,8158,Pave,NA,Reg,Lvl,AllPub
1242,20,RL,83,9849,Pave,NA,Reg,Lvl,AllPub
1243,85,RL,85,10625,Pave,NA,Reg,Lvl,AllPub
1244,20,RL,107,13891,Pave,NA,Reg,Lvl,AllPub
1245,70,RL,NA,11435,Pave,NA,IR1,HLS,AllPub
1246,80,RL,78,12090,Pave,NA,Reg,Lvl,AllPub
1247,60,FV,65,8125,Pave,NA,Reg,Lvl,AllPub
1248,80,RL,NA,12328,Pave,NA,IR1,Lvl,AllPub
1249,75,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub
1250,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub
